Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Walhalla,North Dakota,3407,US-Canada Border,Apr-24,Personal Vehicle Passengers,3184,49,-97.908,POINT (-97.908416 49.000472)
Columbus,New Mexico,2406,US-Mexico Border,Apr-24,Trucks,634,31.784,-107.628,POINT (-107.627948 31.783742)
Boundary,Washington,3015,US-Canada Border,Apr-24,Personal Vehicles,1214,49.001,-117.628,POINT (-117.627583 49.00075)
Ambrose,North Dakota,3410,US-Canada Border,Apr-24,Personal Vehicle Passengers,100,48.999,-103.487,POINT (-103.486555 48.999305)
Detroit,Michigan,3801,US-Canada Border,Apr-24,Personal Vehicle Passengers,482404,42.332,-83.048,POINT (-83.047924 42.331685)
Eastport,Idaho,3302,US-Canada Border,Apr-24,Rail Containers Empty,671,49.001,-116.181,POINT (-116.181027 49.000555)
Brownsville,Texas,2301,US-Mexico Border,Apr-24,Trains,76,25.952,-97.401,POINT (-97.40067 25.95155)
Brownsville,Texas,2301,US-Mexico Border,Apr-24,Bus Passengers,2715,25.952,-97.401,POINT (-97.40067 25.95155)
Douglas,Arizona,2601,US-Mexico Border,Apr-24,Truck Containers Loaded,2654,31.334,-109.56,POINT (-109.560344 31.334043)
Hidalgo,Texas,2305,US-Mexico Border,Apr-24,Personal Vehicles,414795,26.095,-98.271,POINT (-98.271092 26.095032)
Trout River,New York,715,US-Canada Border,Apr-24,Rail Containers Loaded,2009,44.992,-74.308,POINT (-74.308172 44.992058)
Norton,Vermont,211,US-Canada Border,Apr-24,Trucks,472,45.011,-71.793,POINT (-71.793219 45.010771)
Portal,North Dakota,3403,US-Canada Border,Apr-24,Bus Passengers,268,48.999,-102.552,POINT (-102.551944 48.998944)
Madawaska,Maine,109,US-Canada Border,Apr-24,Personal Vehicle Passengers,35313,47.36,-68.329,POINT (-68.328684 47.360052)
San Ysidro,California,2504,US-Mexico Border,Apr-24,Buses,4354,32.543,-117.029,POINT (-117.028761 32.542528)
Calais,Maine,115,US-Canada Border,Apr-24,Rail Containers Loaded,254,45.189,-67.275,POINT (-67.275381 45.188548)
Carbury,North Dakota,3421,US-Canada Border,Apr-24,Personal Vehicles,620,48.999,-100.556,POINT (-100.555805 48.999416)
Frontier,Washington,3020,US-Canada Border,Apr-24,Truck Containers Empty,1752,49,-117.832,POINT (-117.831527 49.0005)
Sherwood,North Dakota,3414,US-Canada Border,Feb-24,Personal Vehicle Passengers,1800,48.999,-101.628,POINT (-101.627527 48.999305)
Brownsville,Texas,2301,US-Mexico Border,Feb-24,Trains,74,25.952,-97.401,POINT (-97.40067 25.95155)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Feb-24,Bus Passengers,267,46.509,-84.361,POINT (-84.360833 46.508611)
Limestone,Maine,118,US-Canada Border,Feb-24,Personal Vehicles,784,46.925,-67.79,POINT (-67.789597 46.924555)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Bus Passengers,23,59.451,-136.362,POINT (-136.361944 59.450556)
Calexico East,California,2507,US-Mexico Border,Feb-24,Pedestrians,43448,32.673,-115.388,POINT (-115.388018 32.673389)
Pembina,North Dakota,3401,US-Canada Border,Feb-24,Personal Vehicle Passengers,32018,49,-97.237,POINT (-97.237036 49.000453)
Laredo,Texas,2304,US-Mexico Border,Feb-24,Rail Containers Loaded,16439,27.5,-99.507,POINT (-99.507412 27.499561)
Kenneth G Ward,Washington,3023,US-Canada Border,Feb-24,Truck Containers Empty,2637,49.002,-122.485,POINT (-122.485027 49.002277)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Feb-24,Buses,26,46.509,-84.361,POINT (-84.360833 46.508611)
Fortuna,North Dakota,3417,US-Canada Border,Feb-24,Personal Vehicles,557,49,-103.809,POINT (-103.80925 48.999555)
Port Angeles,Washington,3007,US-Canada Border,Feb-24,Buses,3,48.122,-123.431,POINT (-123.430694 48.121858)
Otay Mesa,California,2506,US-Mexico Border,Feb-24,Pedestrians,225946,32.55,-116.939,POINT (-116.938538 32.55033)
Ferry,Washington,3013,US-Canada Border,Feb-24,Truck Containers Empty,2,49,-118.761,POINT (-118.761166 49.000083)
Alcan,Alaska,3104,US-Canada Border,Feb-24,Personal Vehicle Passengers,1409,62.615,-141.001,POINT (-141.001444 62.614961)
Raymond,Montana,3301,US-Canada Border,Feb-24,Personal Vehicle Passengers,2744,48.999,-104.574,POINT (-104.574333 48.999194)
Sumas,Washington,3009,US-Canada Border,Feb-24,Train Passengers,54,49.002,-122.265,POINT (-122.264805 49.002388)
Calais,Maine,115,US-Canada Border,Feb-24,Personal Vehicle Passengers,55445,45.189,-67.275,POINT (-67.275381 45.188548)
Pembina,North Dakota,3401,US-Canada Border,Feb-24,Rail Containers Empty,2421,49,-97.237,POINT (-97.237036 49.000453)
Laurier,Washington,3016,US-Canada Border,Feb-24,Buses,2,49,-118.224,POINT (-118.223777 49.000083)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Truck Containers Loaded,164,31.334,-109.948,POINT (-109.948413 31.334084)
Detroit,Michigan,3801,US-Canada Border,Feb-24,Personal Vehicles,270807,42.332,-83.048,POINT (-83.047924 42.331685)
Porthill,Idaho,3308,US-Canada Border,Feb-24,Pedestrians,65,49,-116.499,POINT (-116.49925 48.999861)
Roma,Texas,2310,US-Mexico Border,Feb-24,Truck Containers Empty,660,26.404,-99.019,POINT (-99.018981 26.403928)
Carbury,North Dakota,3421,US-Canada Border,Feb-24,Trucks,251,48.999,-100.556,POINT (-100.555805 48.999416)
Tecate,California,2505,US-Mexico Border,Feb-24,Personal Vehicles,82192,32.576,-116.626,POINT (-116.626216 32.576428)
Walhalla,North Dakota,3407,US-Canada Border,Feb-24,Trucks,436,49,-97.908,POINT (-97.908416 49.000472)
Eastport,Maine,103,US-Canada Border,Feb-24,Personal Vehicles,6694,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Hansboro,North Dakota,3415,US-Canada Border,Feb-24,Truck Containers Empty,15,49,-99.347,POINT (-99.346527 48.999583)
International Falls,Minnesota,3604,US-Canada Border,Feb-24,Pedestrians,301,48.608,-93.401,POINT (-93.401355 48.6078)
Alexandria Bay,New York,708,US-Canada Border,Feb-24,Buses,39,44.347,-75.984,POINT (-75.983592 44.347229)
Norton,Vermont,211,US-Canada Border,Feb-24,Trucks,459,45.011,-71.793,POINT (-71.793219 45.010771)
Champlain Rouses Point,New York,712,US-Canada Border,Feb-24,Personal Vehicles,51801,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Fort Kent,Maine,110,US-Canada Border,Feb-24,Trucks,912,47.249,-68.604,POINT (-68.603918 47.249206)
Madawaska,Maine,109,US-Canada Border,Feb-24,Trucks,131,47.36,-68.329,POINT (-68.328684 47.360052)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Truck Containers Loaded,342,48.999,-102.275,POINT (-102.27475 48.998833)
St John,North Dakota,3405,US-Canada Border,Feb-24,Personal Vehicle Passengers,818,48.999,-99.659,POINT (-99.659111 48.999277)
Portal,North Dakota,3403,US-Canada Border,Feb-24,Rail Containers Empty,8900,48.999,-102.552,POINT (-102.551944 48.998944)
San Ysidro,California,2504,US-Mexico Border,Feb-24,Bus Passengers,22062,32.543,-117.029,POINT (-117.028761 32.542528)
Hannah,North Dakota,3408,US-Canada Border,Feb-24,Personal Vehicle Passengers,46,49,-98.694,POINT (-98.693777 49.000138)
Sweetgrass,Montana,3310,US-Canada Border,Feb-24,Trains,33,48.998,-111.96,POINT (-111.959611 48.998388)
Eagle Pass,Texas,2303,US-Mexico Border,Feb-24,Truck Containers Loaded,23223,28.705,-100.512,POINT (-100.511977 28.705483)
San Luis,Arizona,2608,US-Mexico Border,Feb-24,Buses,7,32.485,-114.782,POINT (-114.7822222 32.485)
Alexandria Bay,New York,708,US-Canada Border,Feb-24,Truck Containers Loaded,25706,44.347,-75.984,POINT (-75.983592 44.347229)
Massena,New York,704,US-Canada Border,Feb-24,Bus Passengers,1301,44.991,-74.74,POINT (-74.739722 44.990556)
Massena,New York,704,US-Canada Border,Feb-24,Buses,205,44.991,-74.74,POINT (-74.739722 44.990556)
Bridgewater,Maine,127,US-Canada Border,Feb-24,Pedestrians,2,46.45,-67.785,POINT (-67.78484 46.450335)
Port Huron,Michigan,3802,US-Canada Border,Feb-24,Rail Containers Empty,21079,42.999,-82.424,POINT (-82.423611 42.998611)
Progreso,Texas,2309,US-Mexico Border,Feb-24,Personal Vehicles,113517,26.062,-97.95,POINT (-97.949958 26.062133)
Dalton Cache,Alaska,3106,US-Canada Border,Feb-24,Truck Containers Loaded,15,59.451,-136.362,POINT (-136.361944 59.450556)
Point Roberts,Washington,3017,US-Canada Border,Feb-24,Pedestrians,771,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Van Buren,Maine,108,US-Canada Border,Feb-24,Truck Containers Empty,996,47.16,-67.931,POINT (-67.930799 47.159645)
Otay Mesa,California,2506,US-Mexico Border,Feb-24,Train Passengers,4,32.55,-116.939,POINT (-116.938538 32.55033)
Trout River,New York,715,US-Canada Border,Feb-24,Trains,48,44.992,-74.308,POINT (-74.308172 44.992058)
Lancaster,Minnesota,3430,US-Canada Border,Feb-24,Trucks,449,49,-96.801,POINT (-96.800527 49.000194)
Port Huron,Michigan,3802,US-Canada Border,Feb-24,Truck Containers Loaded,104990,42.999,-82.424,POINT (-82.423611 42.998611)
Del Bonita,Montana,3322,US-Canada Border,Feb-24,Truck Containers Loaded,134,48.999,-112.788,POINT (-112.78825 48.998555)
Sumas,Washington,3009,US-Canada Border,Feb-24,Trucks,11658,49.002,-122.265,POINT (-122.264805 49.002388)
Detroit,Michigan,3801,US-Canada Border,Feb-24,Trains,138,42.332,-83.048,POINT (-83.047924 42.331685)
Naco,Arizona,2603,US-Mexico Border,Feb-24,Pedestrians,7065,31.334,-109.948,POINT (-109.948413 31.334084)
Douglas,Arizona,2601,US-Mexico Border,Feb-24,Trucks,2178,31.334,-109.56,POINT (-109.560344 31.334043)
Blaine,Washington,3004,US-Canada Border,Feb-24,Truck Containers Loaded,31891,48.994,-122.749,POINT (-122.748884 48.994045)
Van Buren,Maine,108,US-Canada Border,Feb-24,Personal Vehicle Passengers,10938,47.16,-67.931,POINT (-67.930799 47.159645)
Nogales,Arizona,2604,US-Mexico Border,Feb-24,Buses,731,31.333,-110.943,POINT (-110.942516 31.332839)
Baudette,Minnesota,3424,US-Canada Border,Feb-24,Buses,2,48.719,-94.59,POINT (-94.590467 48.719109)
Highgate Springs,Vermont,212,US-Canada Border,Feb-24,Bus Passengers,2608,45.015,-73.085,POINT (-73.085037 45.015414)
Houlton,Maine,106,US-Canada Border,Feb-24,Personal Vehicle Passengers,22224,46.135,-67.781,POINT (-67.781288 46.134879)
Jackman,Maine,104,US-Canada Border,Feb-24,Pedestrians,96,45.806,-70.397,POINT (-70.396722 45.805661)
Richford,Vermont,203,US-Canada Border,Feb-24,Rail Containers Loaded,66,45.012,-72.589,POINT (-72.588559 45.01174)
Northgate,North Dakota,3406,US-Canada Border,Feb-24,Rail Containers Loaded,505,48.999,-102.275,POINT (-102.27475 48.998833)
Blaine,Washington,3004,US-Canada Border,Feb-24,Personal Vehicles,225131,48.994,-122.749,POINT (-122.748884 48.994045)
Baudette,Minnesota,3424,US-Canada Border,Feb-24,Bus Passengers,34,48.719,-94.59,POINT (-94.590467 48.719109)
Skagway,Alaska,3103,US-Canada Border,Feb-24,Personal Vehicles,516,59.63,-135.164,POINT (-135.164444 59.629722)
Frontier,Washington,3020,US-Canada Border,Feb-24,Personal Vehicles,3829,49,-117.832,POINT (-117.831527 49.0005)
Massena,New York,704,US-Canada Border,Feb-24,Truck Containers Empty,431,44.991,-74.74,POINT (-74.739722 44.990556)
Boundary,Washington,3015,US-Canada Border,Feb-24,Truck Containers Loaded,28,49.001,-117.628,POINT (-117.627583 49.00075)
Vanceboro,Maine,105,US-Canada Border,Feb-24,Truck Containers Loaded,11,45.569,-67.429,POINT (-67.428541 45.568761)
Ambrose,North Dakota,3410,US-Canada Border,Feb-24,Personal Vehicle Passengers,170,48.999,-103.487,POINT (-103.486555 48.999305)
Richford,Vermont,203,US-Canada Border,Feb-24,Trucks,279,45.012,-72.589,POINT (-72.588559 45.01174)
Douglas,Arizona,2601,US-Mexico Border,Feb-24,Truck Containers Loaded,2409,31.334,-109.56,POINT (-109.560344 31.334043)
Vanceboro,Maine,105,US-Canada Border,Feb-24,Personal Vehicles,716,45.569,-67.429,POINT (-67.428541 45.568761)
Lukeville,Arizona,2602,US-Mexico Border,Feb-24,Personal Vehicles,23487,31.88,-112.817,POINT (-112.817077 31.880195)
Point Roberts,Washington,3017,US-Canada Border,Feb-24,Truck Containers Loaded,108,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Calexico East,California,2507,US-Mexico Border,Feb-24,Trucks,39470,32.673,-115.388,POINT (-115.388018 32.673389)
Roosville,Montana,3318,US-Canada Border,Feb-24,Personal Vehicle Passengers,14464,49,-115.056,POINT (-115.056027 48.999638)
Sarles,North Dakota,3409,US-Canada Border,Feb-24,Bus Passengers,23,49,-98.938,POINT (-98.938361 49.000027)
Turner,Montana,3306,US-Canada Border,Feb-24,Pedestrians,8,49,-108.388,POINT (-108.387916 48.999527)
Champlain Rouses Point,New York,712,US-Canada Border,Feb-24,Truck Containers Empty,3102,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laredo,Texas,2304,US-Mexico Border,Feb-24,Personal Vehicle Passengers,753289,27.5,-99.507,POINT (-99.507412 27.499561)
Laurier,Washington,3016,US-Canada Border,Feb-24,Rail Containers Loaded,120,49,-118.224,POINT (-118.223777 49.000083)
Eagle Pass,Texas,2303,US-Mexico Border,Feb-24,Personal Vehicle Passengers,472979,28.705,-100.512,POINT (-100.511977 28.705483)
Presidio,Texas,2403,US-Mexico Border,Feb-24,Pedestrians,13172,29.562,-104.395,POINT (-104.394907 29.561827)
Oroville,Washington,3019,US-Canada Border,Feb-24,Buses,6,49,-119.462,POINT (-119.461833 49.000083)
Del Rio,Texas,2302,US-Mexico Border,Feb-24,Truck Containers Empty,1807,29.327,-100.928,POINT (-100.927612 29.326784)
Raymond,Montana,3301,US-Canada Border,Feb-24,Trucks,1049,48.999,-104.574,POINT (-104.574333 48.999194)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Feb-24,Trucks,2557,46.509,-84.361,POINT (-84.360833 46.508611)
Dunseith,North Dakota,3422,US-Canada Border,Feb-24,Personal Vehicles,2838,48.999,-100.052,POINT (-100.052166 48.999277)
Antler,North Dakota,3413,US-Canada Border,Feb-24,Personal Vehicles,398,48.999,-101.296,POINT (-101.296055 48.999472)
Nogales,Arizona,2604,US-Mexico Border,Feb-24,Personal Vehicles,304391,31.333,-110.943,POINT (-110.942516 31.332839)
Boundary,Washington,3015,US-Canada Border,Feb-24,Personal Vehicles,1117,49.001,-117.628,POINT (-117.627583 49.00075)
Calais,Maine,115,US-Canada Border,Feb-24,Truck Containers Empty,1845,45.189,-67.275,POINT (-67.275381 45.188548)
Santa Teresa,New Mexico,2408,US-Mexico Border,Feb-24,Bus Passengers,452,31.784,-106.679,POINT (-106.679437 31.783939)
Hidalgo,Texas,2305,US-Mexico Border,Feb-24,Truck Containers Empty,15830,26.095,-98.271,POINT (-98.271092 26.095032)
Nighthawk,Washington,3011,US-Canada Border,Feb-24,Personal Vehicles,185,49,-119.671,POINT (-119.67103 49.000144)
Jackman,Maine,104,US-Canada Border,Feb-24,Train Passengers,61,45.806,-70.397,POINT (-70.396722 45.805661)
Del Bonita,Montana,3322,US-Canada Border,Feb-24,Truck Containers Empty,14,48.999,-112.788,POINT (-112.78825 48.998555)
El Paso,Texas,2402,US-Mexico Border,Feb-24,Trains,128,31.764,-106.451,POINT (-106.451188 31.764363)
Highgate Springs,Vermont,212,US-Canada Border,Feb-24,Personal Vehicle Passengers,53188,45.015,-73.085,POINT (-73.085037 45.015414)
Norton,Vermont,211,US-Canada Border,Feb-24,Truck Containers Loaded,533,45.011,-71.793,POINT (-71.793219 45.010771)
Bridgewater,Maine,127,US-Canada Border,Feb-24,Personal Vehicle Passengers,4130,46.45,-67.785,POINT (-67.78484 46.450335)
International Falls,Minnesota,3604,US-Canada Border,Feb-24,Truck Containers Loaded,1668,48.608,-93.401,POINT (-93.401355 48.6078)
Buffalo Niagara Falls,New York,901,US-Canada Border,Feb-24,Rail Containers Empty,1792,43.095,-79.056,POINT (-79.055847 43.09549)
Grand Portage,Minnesota,3613,US-Canada Border,Feb-24,Buses,10,48.001,-89.585,POINT (-89.58515 48.001427)
Baudette,Minnesota,3424,US-Canada Border,Feb-24,Truck Containers Loaded,34,48.719,-94.59,POINT (-94.590467 48.719109)
Eastport,Maine,103,US-Canada Border,Feb-24,Personal Vehicle Passengers,9994,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Otay Mesa,California,2506,US-Mexico Border,Feb-24,Truck Containers Loaded,99322,32.55,-116.939,POINT (-116.938538 32.55033)
Piegan,Montana,3316,US-Canada Border,Feb-24,Truck Containers Loaded,211,48.998,-113.379,POINT (-113.378777 48.998083)
Derby Line,Vermont,209,US-Canada Border,Feb-24,Truck Containers Empty,1046,45.006,-72.099,POINT (-72.099279 45.005739)
Douglas,Arizona,2601,US-Mexico Border,Feb-24,Bus Passengers,241,31.334,-109.56,POINT (-109.560344 31.334043)
Roosville,Montana,3318,US-Canada Border,Feb-24,Trucks,739,49,-115.056,POINT (-115.056027 48.999638)
Norton,Vermont,211,US-Canada Border,Feb-24,Personal Vehicles,554,45.011,-71.793,POINT (-71.793219 45.010771)
Jackman,Maine,104,US-Canada Border,Feb-24,Personal Vehicle Passengers,13707,45.806,-70.397,POINT (-70.396722 45.805661)
Madawaska,Maine,109,US-Canada Border,Feb-24,Personal Vehicle Passengers,31311,47.36,-68.329,POINT (-68.328684 47.360052)
Sarles,North Dakota,3409,US-Canada Border,Feb-24,Truck Containers Loaded,255,49,-98.938,POINT (-98.938361 49.000027)
Eastport,Idaho,3302,US-Canada Border,Feb-24,Trains,102,49.001,-116.181,POINT (-116.181027 49.000555)
Sherwood,North Dakota,3414,US-Canada Border,Feb-24,Personal Vehicles,915,48.999,-101.628,POINT (-101.627527 48.999305)
Frontier,Washington,3020,US-Canada Border,Feb-24,Buses,27,49,-117.832,POINT (-117.831527 49.0005)
Pembina,North Dakota,3401,US-Canada Border,Feb-24,Truck Containers Empty,2823,49,-97.237,POINT (-97.237036 49.000453)
Calexico East,California,2507,US-Mexico Border,Feb-24,Train Passengers,20,32.673,-115.388,POINT (-115.388018 32.673389)
Fort Fairfield,Maine,107,US-Canada Border,Feb-24,Personal Vehicles,5568,46.765,-67.789,POINT (-67.789471 46.765323)
Champlain Rouses Point,New York,712,US-Canada Border,Feb-24,Rail Containers Empty,499,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Portal,North Dakota,3403,US-Canada Border,Feb-24,Trains,132,48.999,-102.552,POINT (-102.551944 48.998944)
Laredo,Texas,2304,US-Mexico Border,Feb-24,Trains,340,27.5,-99.507,POINT (-99.507412 27.499561)
Rio Grande City,Texas,2307,US-Mexico Border,Feb-24,Truck Containers Empty,386,26.366,-98.803,POINT (-98.802513 26.365761)
Buffalo Niagara Falls,New York,901,US-Canada Border,Feb-24,Trucks,70963,43.095,-79.056,POINT (-79.055847 43.09549)
Laurier,Washington,3016,US-Canada Border,Feb-24,Bus Passengers,67,49,-118.224,POINT (-118.223777 49.000083)
Pembina,North Dakota,3401,US-Canada Border,Feb-24,Personal Vehicles,13965,49,-97.237,POINT (-97.237036 49.000453)
San Luis,Arizona,2608,US-Mexico Border,Feb-24,Truck Containers Empty,1330,32.485,-114.782,POINT (-114.7822222 32.485)
Danville,Washington,3012,US-Canada Border,Feb-24,Truck Containers Loaded,3,49,-118.504,POINT (-118.503722 49.000083)
Metaline Falls,Washington,3025,US-Canada Border,Feb-24,Truck Containers Loaded,43,49,-117.299,POINT (-117.299444 48.999972)
Tornillo,Texas,2404,US-Mexico Border,Feb-24,Pedestrians,4140,31.435,-106.143,POINT (-106.142669 31.435334)
Hidalgo,Texas,2305,US-Mexico Border,Feb-24,Bus Passengers,16560,26.095,-98.271,POINT (-98.271092 26.095032)
Bridgewater,Maine,127,US-Canada Border,Feb-24,Trucks,353,46.45,-67.785,POINT (-67.78484 46.450335)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Feb-24,Train Passengers,29,46.509,-84.361,POINT (-84.360833 46.508611)
Tornillo,Texas,2404,US-Mexico Border,Feb-24,Trucks,712,31.435,-106.143,POINT (-106.142669 31.435334)
Warroad,Minnesota,3423,US-Canada Border,Feb-24,Personal Vehicles,5110,48.999,-95.377,POINT (-95.376555 48.999)
El Paso,Texas,2402,US-Mexico Border,Feb-24,Buses,1026,31.764,-106.451,POINT (-106.451188 31.764363)
Highgate Springs,Vermont,212,US-Canada Border,Feb-24,Train Passengers,44,45.015,-73.085,POINT (-73.085037 45.015414)
Ogdensburg,New York,701,US-Canada Border,Feb-24,Truck Containers Loaded,4539,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Personal Vehicles,30830,31.784,-107.628,POINT (-107.627948 31.783742)
Metaline Falls,Washington,3025,US-Canada Border,Feb-24,Truck Containers Empty,448,49,-117.299,POINT (-117.299444 48.999972)
Calais,Maine,115,US-Canada Border,Feb-24,Personal Vehicles,34661,45.189,-67.275,POINT (-67.275381 45.188548)
Columbus,New Mexico,2406,US-Mexico Border,Feb-24,Truck Containers Empty,197,31.784,-107.628,POINT (-107.627948 31.783742)
