Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Limestone,Maine,118,US-Canada Border,Apr-24,Pedestrians,3,46.925,-67.79,POINT (-67.789597 46.924555)
Ysleta,Texas,2401,US-Mexico Border,Apr-24,Truck Containers Empty,20129,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Raymond,Montana,3301,US-Canada Border,Apr-24,Personal Vehicle Passengers,2933,48.999,-104.574,POINT (-104.574333 48.999194)
Oroville,Washington,3019,US-Canada Border,Apr-24,Personal Vehicle Passengers,17141,49,-119.462,POINT (-119.461833 49.000083)
Eagle Pass,Texas,2303,US-Mexico Border,Apr-24,Truck Containers Loaded,25836,28.705,-100.512,POINT (-100.511977 28.705483)
Del Bonita,Montana,3322,US-Canada Border,Apr-24,Truck Containers Empty,36,48.999,-112.788,POINT (-112.78825 48.998555)
Boundary,Washington,3015,US-Canada Border,Apr-24,Rail Containers Empty,498,49.001,-117.628,POINT (-117.627583 49.00075)
Port Huron,Michigan,3802,US-Canada Border,Apr-24,Buses,33,42.999,-82.424,POINT (-82.423611 42.998611)
Van Buren,Maine,108,US-Canada Border,Apr-24,Truck Containers Loaded,1653,47.16,-67.931,POINT (-67.930799 47.159645)
Raymond,Montana,3301,US-Canada Border,Apr-24,Trucks,1606,48.999,-104.574,POINT (-104.574333 48.999194)
Roma,Texas,2310,US-Mexico Border,Apr-24,Trucks,4102,26.404,-99.019,POINT (-99.018981 26.403928)
Trout River,New York,715,US-Canada Border,Apr-24,Rail Containers Empty,605,44.992,-74.308,POINT (-74.308172 44.992058)
Brownsville,Texas,2301,US-Mexico Border,Apr-24,Pedestrians,233851,25.952,-97.401,POINT (-97.40067 25.95155)
Sherwood,North Dakota,3414,US-Canada Border,Apr-24,Truck Containers Empty,293,48.999,-101.628,POINT (-101.627527 48.999305)
Houlton,Maine,106,US-Canada Border,Apr-24,Personal Vehicle Passengers,26827,46.135,-67.781,POINT (-67.781288 46.134879)
Andrade,California,2502,US-Mexico Border,Apr-24,Personal Vehicle Passengers,90225,32.718,-114.728,POINT (-114.72832 32.718143)
Van Buren,Maine,108,US-Canada Border,Apr-24,Personal Vehicle Passengers,15490,47.16,-67.931,POINT (-67.930799 47.159645)
Highgate Springs,Vermont,212,US-Canada Border,Apr-24,Bus Passengers,5747,45.015,-73.085,POINT (-73.085037 45.015414)
Del Rio,Texas,2302,US-Mexico Border,Apr-24,Personal Vehicles,145675,29.327,-100.928,POINT (-100.927612 29.326784)
Van Buren,Maine,108,US-Canada Border,Apr-24,Rail Containers Empty,397,47.16,-67.931,POINT (-67.930799 47.159645)
Nogales,Arizona,2604,US-Mexico Border,Apr-24,Personal Vehicles,317082,31.333,-110.943,POINT (-110.942516 31.332839)
Calexico,California,2503,US-Mexico Border,Apr-24,Pedestrians,236849,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr-24,Truck Containers Empty,2983,49.002,-122.485,POINT (-122.485027 49.002277)
Westhope,North Dakota,3419,US-Canada Border,Apr-24,Trucks,88,49,-101.017,POINT (-101.017277 48.999611)
Nighthawk,Washington,3011,US-Canada Border,Apr-24,Personal Vehicles,278,49,-119.671,POINT (-119.67103 49.000144)
Grand Portage,Minnesota,3613,US-Canada Border,Apr-24,Truck Containers Loaded,1111,48.001,-89.585,POINT (-89.58515 48.001427)
International Falls,Minnesota,3604,US-Canada Border,Apr-24,Truck Containers Loaded,1704,48.608,-93.401,POINT (-93.401355 48.6078)
Boundary,Washington,3015,US-Canada Border,Apr-24,Train Passengers,76,49.001,-117.628,POINT (-117.627583 49.00075)
Brownsville,Texas,2301,US-Mexico Border,Apr-24,Rail Containers Loaded,1585,25.952,-97.401,POINT (-97.40067 25.95155)
Eastport,Idaho,3302,US-Canada Border,Apr-24,Personal Vehicles,4727,49.001,-116.181,POINT (-116.181027 49.000555)
Sweetgrass,Montana,3310,US-Canada Border,Apr-24,Truck Containers Empty,2583,48.998,-111.96,POINT (-111.959611 48.998388)
Douglas,Arizona,2601,US-Mexico Border,Apr-24,Truck Containers Empty,1003,31.334,-109.56,POINT (-109.560344 31.334043)
Dunseith,North Dakota,3422,US-Canada Border,Apr-24,Truck Containers Empty,545,48.999,-100.052,POINT (-100.052166 48.999277)
Lancaster,Minnesota,3430,US-Canada Border,Apr-24,Personal Vehicles,1301,49,-96.801,POINT (-96.800527 49.000194)
Norton,Vermont,211,US-Canada Border,Apr-24,Truck Containers Loaded,601,45.011,-71.793,POINT (-71.793219 45.010771)
Ambrose,North Dakota,3410,US-Canada Border,Apr-24,Personal Vehicles,66,48.999,-103.487,POINT (-103.486555 48.999305)
Roosville,Montana,3318,US-Canada Border,Apr-24,Trucks,796,49,-115.056,POINT (-115.056027 48.999638)
Madawaska,Maine,109,US-Canada Border,Apr-24,Personal Vehicles,24523,47.36,-68.329,POINT (-68.328684 47.360052)
Vanceboro,Maine,105,US-Canada Border,Apr-24,Rail Containers Loaded,4511,45.569,-67.429,POINT (-67.428541 45.568761)
Portal,North Dakota,3403,US-Canada Border,Apr-24,Pedestrians,120,48.999,-102.552,POINT (-102.551944 48.998944)
Otay Mesa,California,2506,US-Mexico Border,Apr-24,Pedestrians,257678,32.55,-116.939,POINT (-116.938538 32.55033)
Columbus,New Mexico,2406,US-Mexico Border,Apr-24,Personal Vehicle Passengers,64559,31.784,-107.628,POINT (-107.627948 31.783742)
Laredo,Texas,2304,US-Mexico Border,Apr-24,Personal Vehicle Passengers,792222,27.5,-99.507,POINT (-99.507412 27.499561)
Otay Mesa,California,2506,US-Mexico Border,Apr-24,Trucks,95682,32.55,-116.939,POINT (-116.938538 32.55033)
Roma,Texas,2310,US-Mexico Border,Apr-24,Personal Vehicle Passengers,129597,26.404,-99.019,POINT (-99.018981 26.403928)
Limestone,Maine,118,US-Canada Border,Apr-24,Truck Containers Loaded,12,46.925,-67.79,POINT (-67.789597 46.924555)
Skagway,Alaska,3103,US-Canada Border,Apr-24,Pedestrians,1,59.63,-135.164,POINT (-135.164444 59.629722)
Progreso,Texas,2309,US-Mexico Border,Apr-24,Pedestrians,99936,26.062,-97.95,POINT (-97.949958 26.062133)
Baudette,Minnesota,3424,US-Canada Border,Apr-24,Trucks,357,48.719,-94.59,POINT (-94.590467 48.719109)
Wildhorse,Montana,3323,US-Canada Border,Apr-24,Personal Vehicle Passengers,1318,48.999,-110.215,POINT (-110.215083 48.999361)
Laredo,Texas,2304,US-Mexico Border,Apr-24,Bus Passengers,72334,27.5,-99.507,POINT (-99.507412 27.499561)
Turner,Montana,3306,US-Canada Border,Apr-24,Truck Containers Loaded,13,49,-108.388,POINT (-108.387916 48.999527)
Sumas,Washington,3009,US-Canada Border,Apr-24,Pedestrians,1815,49.002,-122.265,POINT (-122.264805 49.002388)
Sarles,North Dakota,3409,US-Canada Border,Apr-24,Personal Vehicles,222,49,-98.938,POINT (-98.938361 49.000027)
Derby Line,Vermont,209,US-Canada Border,Apr-24,Buses,109,45.006,-72.099,POINT (-72.099279 45.005739)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr-24,Bus Passengers,805,31.784,-106.679,POINT (-106.679437 31.783939)
Alexandria Bay,New York,708,US-Canada Border,Apr-24,Truck Containers Loaded,27097,44.347,-75.984,POINT (-75.983592 44.347229)
Walhalla,North Dakota,3407,US-Canada Border,Apr-24,Trucks,548,49,-97.908,POINT (-97.908416 49.000472)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr-24,Buses,692,43.095,-79.056,POINT (-79.055847 43.09549)
Douglas,Arizona,2601,US-Mexico Border,Apr-24,Personal Vehicle Passengers,234081,31.334,-109.56,POINT (-109.560344 31.334043)
Metaline Falls,Washington,3025,US-Canada Border,Apr-24,Personal Vehicle Passengers,2471,49,-117.299,POINT (-117.299444 48.999972)
Jackman,Maine,104,US-Canada Border,Apr-24,Pedestrians,82,45.806,-70.397,POINT (-70.396722 45.805661)
Ogdensburg,New York,701,US-Canada Border,Apr-24,Personal Vehicles,17589,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Rio Grande City,Texas,2307,US-Mexico Border,Apr-24,Truck Containers Loaded,6230,26.366,-98.803,POINT (-98.802513 26.365761)
San Luis,Arizona,2608,US-Mexico Border,Apr-24,Personal Vehicles,282971,32.485,-114.782,POINT (-114.7822222 32.485)
Sarles,North Dakota,3409,US-Canada Border,Apr-24,Personal Vehicle Passengers,436,49,-98.938,POINT (-98.938361 49.000027)
Del Bonita,Montana,3322,US-Canada Border,Apr-24,Personal Vehicle Passengers,1944,48.999,-112.788,POINT (-112.78825 48.998555)
Point Roberts,Washington,3017,US-Canada Border,Apr-24,Truck Containers Empty,535,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Blaine,Washington,3004,US-Canada Border,Apr-24,Truck Containers Loaded,34347,48.994,-122.749,POINT (-122.748884 48.994045)
Frontier,Washington,3020,US-Canada Border,Apr-24,Bus Passengers,211,49,-117.832,POINT (-117.831527 49.0005)
Otay Mesa,California,2506,US-Mexico Border,Apr-24,Personal Vehicles,521081,32.55,-116.939,POINT (-116.938538 32.55033)
Fort Fairfield,Maine,107,US-Canada Border,Apr-24,Personal Vehicle Passengers,11099,46.765,-67.789,POINT (-67.789471 46.765323)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr-24,Trains,29,46.509,-84.361,POINT (-84.360833 46.508611)
Opheim,Montana,3317,US-Canada Border,Apr-24,Buses,1,49,-106.378,POINT (-106.377583 48.999527)
Calexico East,California,2507,US-Mexico Border,Apr-24,Bus Passengers,243,32.673,-115.388,POINT (-115.388018 32.673389)
Lukeville,Arizona,2602,US-Mexico Border,Apr-24,Pedestrians,6142,31.88,-112.817,POINT (-112.817077 31.880195)
Raymond,Montana,3301,US-Canada Border,Apr-24,Truck Containers Loaded,2111,48.999,-104.574,POINT (-104.574333 48.999194)
Presidio,Texas,2403,US-Mexico Border,Apr-24,Personal Vehicle Passengers,119901,29.562,-104.395,POINT (-104.394907 29.561827)
Calais,Maine,115,US-Canada Border,Apr-24,Personal Vehicle Passengers,66039,45.189,-67.275,POINT (-67.275381 45.188548)
Piegan,Montana,3316,US-Canada Border,Apr-24,Pedestrians,295,48.998,-113.379,POINT (-113.378777 48.998083)
Eastport,Idaho,3302,US-Canada Border,Apr-24,Trains,114,49.001,-116.181,POINT (-116.181027 49.000555)
Sweetgrass,Montana,3310,US-Canada Border,Apr-24,Rail Containers Loaded,3036,48.998,-111.96,POINT (-111.959611 48.998388)
Trout River,New York,715,US-Canada Border,Apr-24,Personal Vehicle Passengers,12827,44.992,-74.308,POINT (-74.308172 44.992058)
Roosville,Montana,3318,US-Canada Border,Apr-24,Personal Vehicle Passengers,14281,49,-115.056,POINT (-115.056027 48.999638)
Point Roberts,Washington,3017,US-Canada Border,Apr-24,Personal Vehicle Passengers,86294,49.002,-123.068,POINT (-123.068055556 49.0020555547)
El Paso,Texas,2402,US-Mexico Border,Apr-24,Personal Vehicle Passengers,1051251,31.764,-106.451,POINT (-106.451188 31.764363)
Calexico East,California,2507,US-Mexico Border,Apr-24,Rail Containers Loaded,41,32.673,-115.388,POINT (-115.388018 32.673389)
Madawaska,Maine,109,US-Canada Border,Apr-24,Pedestrians,48,47.36,-68.329,POINT (-68.328684 47.360052)
Roseau,Minnesota,3426,US-Canada Border,Apr-24,Truck Containers Empty,63,49,-95.766,POINT (-95.766469 48.999538)
Turner,Montana,3306,US-Canada Border,Apr-24,Pedestrians,2,49,-108.388,POINT (-108.387916 48.999527)
Port Angeles,Washington,3007,US-Canada Border,Apr-24,Truck Containers Loaded,34,48.122,-123.431,POINT (-123.430694 48.121858)
Jackman,Maine,104,US-Canada Border,Apr-24,Train Passengers,62,45.806,-70.397,POINT (-70.396722 45.805661)
Wildhorse,Montana,3323,US-Canada Border,Apr-24,Trucks,41,48.999,-110.215,POINT (-110.215083 48.999361)
Blaine,Washington,3004,US-Canada Border,Apr-24,Rail Containers Loaded,7712,48.994,-122.749,POINT (-122.748884 48.994045)
International Falls,Minnesota,3604,US-Canada Border,Apr-24,Personal Vehicles,17018,48.608,-93.401,POINT (-93.401355 48.6078)
Baudette,Minnesota,3424,US-Canada Border,Apr-24,Pedestrians,22,48.719,-94.59,POINT (-94.590467 48.719109)
Grand Portage,Minnesota,3613,US-Canada Border,Apr-24,Bus Passengers,79,48.001,-89.585,POINT (-89.58515 48.001427)
Derby Line,Vermont,209,US-Canada Border,Apr-24,Truck Containers Empty,1015,45.006,-72.099,POINT (-72.099279 45.005739)
St John,North Dakota,3405,US-Canada Border,Apr-24,Truck Containers Empty,11,48.999,-99.659,POINT (-99.659111 48.999277)
Laurier,Washington,3016,US-Canada Border,Apr-24,Trains,5,49,-118.224,POINT (-118.223777 49.000083)
Metaline Falls,Washington,3025,US-Canada Border,Apr-24,Trucks,637,49,-117.299,POINT (-117.299444 48.999972)
Eagle Pass,Texas,2303,US-Mexico Border,Apr-24,Bus Passengers,13158,28.705,-100.512,POINT (-100.511977 28.705483)
Bridgewater,Maine,127,US-Canada Border,Apr-24,Pedestrians,2,46.45,-67.785,POINT (-67.78484 46.450335)
Champlain Rouses Point,New York,712,US-Canada Border,Apr-24,Pedestrians,171,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Scobey,Montana,3309,US-Canada Border,Apr-24,Personal Vehicles,399,49,-105.408,POINT (-105.407638 48.999527)
Naco,Arizona,2603,US-Mexico Border,Apr-24,Trucks,257,31.334,-109.948,POINT (-109.948413 31.334084)
Detroit,Michigan,3801,US-Canada Border,Apr-24,Trucks,129164,42.332,-83.048,POINT (-83.047924 42.331685)
Danville,Washington,3012,US-Canada Border,Apr-24,Personal Vehicles,1547,49,-118.504,POINT (-118.503722 49.000083)
Warroad,Minnesota,3423,US-Canada Border,Apr-24,Personal Vehicles,5647,48.999,-95.377,POINT (-95.376555 48.999)
Nogales,Arizona,2604,US-Mexico Border,Apr-24,Truck Containers Empty,9259,31.333,-110.943,POINT (-110.942516 31.332839)
Antler,North Dakota,3413,US-Canada Border,Apr-24,Trucks,5,48.999,-101.296,POINT (-101.296055 48.999472)
Alexandria Bay,New York,708,US-Canada Border,Apr-24,Personal Vehicle Passengers,78319,44.347,-75.984,POINT (-75.983592 44.347229)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr-24,Personal Vehicle Passengers,699876,43.095,-79.056,POINT (-79.055847 43.09549)
Rio Grande City,Texas,2307,US-Mexico Border,Apr-24,Personal Vehicle Passengers,80451,26.366,-98.803,POINT (-98.802513 26.365761)
Highgate Springs,Vermont,212,US-Canada Border,Apr-24,Truck Containers Loaded,12594,45.015,-73.085,POINT (-73.085037 45.015414)
Champlain Rouses Point,New York,712,US-Canada Border,Apr-24,Train Passengers,2446,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Bridgewater,Maine,127,US-Canada Border,Apr-24,Truck Containers Empty,269,46.45,-67.785,POINT (-67.78484 46.450335)
Massena,New York,704,US-Canada Border,Apr-24,Buses,124,44.991,-74.74,POINT (-74.739722 44.990556)
Fort Fairfield,Maine,107,US-Canada Border,Apr-24,Trucks,515,46.765,-67.789,POINT (-67.789471 46.765323)
Fortuna,North Dakota,3417,US-Canada Border,Apr-24,Truck Containers Empty,101,49,-103.809,POINT (-103.80925 48.999555)
Northgate,North Dakota,3406,US-Canada Border,Apr-24,Truck Containers Loaded,213,48.999,-102.275,POINT (-102.27475 48.998833)
Portal,North Dakota,3403,US-Canada Border,Apr-24,Truck Containers Loaded,12013,48.999,-102.552,POINT (-102.551944 48.998944)
Eastport,Maine,103,US-Canada Border,Apr-24,Buses,1,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Sweetgrass,Montana,3310,US-Canada Border,Apr-24,Bus Passengers,113,48.998,-111.96,POINT (-111.959611 48.998388)
Pembina,North Dakota,3401,US-Canada Border,Apr-24,Trains,104,49,-97.237,POINT (-97.237036 49.000453)
Hansboro,North Dakota,3415,US-Canada Border,Apr-24,Trucks,7,49,-99.347,POINT (-99.346527 48.999583)
Massena,New York,704,US-Canada Border,Apr-24,Truck Containers Empty,486,44.991,-74.74,POINT (-74.739722 44.990556)
Tornillo,Texas,2404,US-Mexico Border,Apr-24,Personal Vehicles,58899,31.435,-106.143,POINT (-106.142669 31.435334)
Laurier,Washington,3016,US-Canada Border,Apr-24,Personal Vehicle Passengers,3180,49,-118.224,POINT (-118.223777 49.000083)
Progreso,Texas,2309,US-Mexico Border,Apr-24,Trucks,4859,26.062,-97.95,POINT (-97.949958 26.062133)
Presidio,Texas,2403,US-Mexico Border,Apr-24,Buses,114,29.562,-104.395,POINT (-104.394907 29.561827)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr-24,Truck Containers Loaded,110467,43.095,-79.056,POINT (-79.055847 43.09549)
Vanceboro,Maine,105,US-Canada Border,Apr-24,Rail Containers Empty,2023,45.569,-67.429,POINT (-67.428541 45.568761)
Eastport,Maine,103,US-Canada Border,Apr-24,Trucks,168,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Highgate Springs,Vermont,212,US-Canada Border,Apr-24,Train Passengers,34,45.015,-73.085,POINT (-73.085037 45.015414)
Del Rio,Texas,2302,US-Mexico Border,Apr-24,Truck Containers Empty,2040,29.327,-100.928,POINT (-100.927612 29.326784)
International Falls,Minnesota,3604,US-Canada Border,Apr-24,Buses,2,48.608,-93.401,POINT (-93.401355 48.6078)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr-24,Buses,11,46.509,-84.361,POINT (-84.360833 46.508611)
Ysleta,Texas,2401,US-Mexico Border,Apr-24,Personal Vehicle Passengers,500475,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Ogdensburg,New York,701,US-Canada Border,Apr-24,Truck Containers Empty,608,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Jackman,Maine,104,US-Canada Border,Apr-24,Personal Vehicle Passengers,14307,45.806,-70.397,POINT (-70.396722 45.805661)
Northgate,North Dakota,3406,US-Canada Border,Apr-24,Truck Containers Empty,184,48.999,-102.275,POINT (-102.27475 48.998833)
Nogales,Arizona,2604,US-Mexico Border,Apr-24,Buses,944,31.333,-110.943,POINT (-110.942516 31.332839)
Beecher Falls,Vermont,206,US-Canada Border,Apr-24,Trucks,773,45.013,-71.505,POINT (-71.505309 45.013411)
Detroit,Michigan,3801,US-Canada Border,Apr-24,Trains,130,42.332,-83.048,POINT (-83.047924 42.331685)
Grand Portage,Minnesota,3613,US-Canada Border,Apr-24,Truck Containers Empty,393,48.001,-89.585,POINT (-89.58515 48.001427)
Del Bonita,Montana,3322,US-Canada Border,Apr-24,Truck Containers Loaded,63,48.999,-112.788,POINT (-112.78825 48.998555)
Baudette,Minnesota,3424,US-Canada Border,Apr-24,Truck Containers Loaded,10,48.719,-94.59,POINT (-94.590467 48.719109)
Boundary,Washington,3015,US-Canada Border,Apr-24,Trains,20,49.001,-117.628,POINT (-117.627583 49.00075)
Neche,North Dakota,3404,US-Canada Border,Apr-24,Truck Containers Loaded,323,49.001,-97.557,POINT (-97.557333 49.000527)
Eagle Pass,Texas,2303,US-Mexico Border,Apr-24,Rail Containers Empty,13928,28.705,-100.512,POINT (-100.511977 28.705483)
Dunseith,North Dakota,3422,US-Canada Border,Apr-24,Truck Containers Loaded,3043,48.999,-100.052,POINT (-100.052166 48.999277)
Andrade,California,2502,US-Mexico Border,Apr-24,Personal Vehicles,48798,32.718,-114.728,POINT (-114.72832 32.718143)
Noonan,North Dakota,3420,US-Canada Border,Apr-24,Personal Vehicles,1128,48.999,-103.004,POINT (-103.004361 48.999333)
Hidalgo,Texas,2305,US-Mexico Border,Apr-24,Buses,1052,26.095,-98.271,POINT (-98.271092 26.095032)
Madawaska,Maine,109,US-Canada Border,Apr-24,Trucks,135,47.36,-68.329,POINT (-68.328684 47.360052)
Santa Teresa,New Mexico,2408,US-Mexico Border,Apr-24,Personal Vehicles,74890,31.784,-106.679,POINT (-106.679437 31.783939)
Westhope,North Dakota,3419,US-Canada Border,Apr-24,Personal Vehicle Passengers,828,49,-101.017,POINT (-101.017277 48.999611)
Richford,Vermont,203,US-Canada Border,Apr-24,Truck Containers Empty,101,45.012,-72.589,POINT (-72.588559 45.01174)
International Falls,Minnesota,3604,US-Canada Border,Apr-24,Rail Containers Empty,16375,48.608,-93.401,POINT (-93.401355 48.6078)
Eastport,Maine,103,US-Canada Border,Apr-24,Personal Vehicle Passengers,12523,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr-24,Personal Vehicles,35468,49.002,-122.485,POINT (-122.485027 49.002277)
Calexico East,California,2507,US-Mexico Border,Apr-24,Truck Containers Empty,19321,32.673,-115.388,POINT (-115.388018 32.673389)
Fort Kent,Maine,110,US-Canada Border,Apr-24,Personal Vehicle Passengers,8865,47.249,-68.604,POINT (-68.603918 47.249206)
Fort Kent,Maine,110,US-Canada Border,Apr-24,Truck Containers Loaded,297,47.249,-68.604,POINT (-68.603918 47.249206)
Alcan,Alaska,3104,US-Canada Border,Apr-24,Truck Containers Loaded,369,62.615,-141.001,POINT (-141.001444 62.614961)
Houlton,Maine,106,US-Canada Border,Apr-24,Pedestrians,36,46.135,-67.781,POINT (-67.781288 46.134879)
Columbus,New Mexico,2406,US-Mexico Border,Apr-24,Pedestrians,18677,31.784,-107.628,POINT (-107.627948 31.783742)
Dalton Cache,Alaska,3106,US-Canada Border,Apr-24,Truck Containers Loaded,31,59.451,-136.362,POINT (-136.361944 59.450556)
Laredo,Texas,2304,US-Mexico Border,Apr-24,Rail Containers Loaded,18034,27.5,-99.507,POINT (-99.507412 27.499561)
Portal,North Dakota,3403,US-Canada Border,Apr-24,Rail Containers Loaded,17706,48.999,-102.552,POINT (-102.551944 48.998944)
Hannah,North Dakota,3408,US-Canada Border,Apr-24,Trucks,1,49,-98.694,POINT (-98.693777 49.000138)
Limestone,Maine,118,US-Canada Border,Apr-24,Truck Containers Empty,91,46.925,-67.79,POINT (-67.789597 46.924555)
Buffalo Niagara Falls,New York,901,US-Canada Border,Apr-24,Train Passengers,1868,43.095,-79.056,POINT (-79.055847 43.09549)
Eagle Pass,Texas,2303,US-Mexico Border,Apr-24,Trucks,20763,28.705,-100.512,POINT (-100.511977 28.705483)
Norton,Vermont,211,US-Canada Border,Apr-24,Rail Containers Empty,79,45.011,-71.793,POINT (-71.793219 45.010771)
Pembina,North Dakota,3401,US-Canada Border,Apr-24,Personal Vehicles,17955,49,-97.237,POINT (-97.237036 49.000453)
Sumas,Washington,3009,US-Canada Border,Apr-24,Truck Containers Loaded,15251,49.002,-122.265,POINT (-122.264805 49.002388)
Naco,Arizona,2603,US-Mexico Border,Apr-24,Truck Containers Loaded,162,31.334,-109.948,POINT (-109.948413 31.334084)
Scobey,Montana,3309,US-Canada Border,Apr-24,Trucks,66,49,-105.408,POINT (-105.407638 48.999527)
Port Huron,Michigan,3802,US-Canada Border,Apr-24,Trains,288,42.999,-82.424,POINT (-82.423611 42.998611)
Trout River,New York,715,US-Canada Border,Apr-24,Trucks,715,44.992,-74.308,POINT (-74.308172 44.992058)
Vanceboro,Maine,105,US-Canada Border,Apr-24,Truck Containers Empty,22,45.569,-67.429,POINT (-67.428541 45.568761)
Calais,Maine,115,US-Canada Border,Apr-24,Trucks,5044,45.189,-67.275,POINT (-67.275381 45.188548)
Highgate Springs,Vermont,212,US-Canada Border,Apr-24,Personal Vehicle Passengers,72751,45.015,-73.085,POINT (-73.085037 45.015414)
Nogales,Arizona,2604,US-Mexico Border,Apr-24,Rail Containers Empty,3339,31.333,-110.943,POINT (-110.942516 31.332839)
Morgan,Montana,3319,US-Canada Border,Apr-24,Trucks,22,49,-107.832,POINT (-107.831819 48.999829)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Apr-24,Rail Containers Empty,1696,46.509,-84.361,POINT (-84.360833 46.508611)
Warroad,Minnesota,3423,US-Canada Border,Apr-24,Buses,44,48.999,-95.377,POINT (-95.376555 48.999)
Whitlash,Montana,3321,US-Canada Border,Apr-24,Personal Vehicle Passengers,106,48.997,-111.258,POINT (-111.257916 48.99725)
Otay Mesa,California,2506,US-Mexico Border,Apr-24,Personal Vehicle Passengers,841293,32.55,-116.939,POINT (-116.938538 32.55033)
Lancaster,Minnesota,3430,US-Canada Border,Apr-24,Truck Containers Empty,415,49,-96.801,POINT (-96.800527 49.000194)
Roma,Texas,2310,US-Mexico Border,Apr-24,Pedestrians,16944,26.404,-99.019,POINT (-99.018981 26.403928)
Northgate,North Dakota,3406,US-Canada Border,Apr-24,Personal Vehicles,563,48.999,-102.275,POINT (-102.27475 48.998833)
San Luis,Arizona,2608,US-Mexico Border,Apr-24,Truck Containers Empty,1258,32.485,-114.782,POINT (-114.7822222 32.485)
Port Huron,Michigan,3802,US-Canada Border,Apr-24,Personal Vehicles,78364,42.999,-82.424,POINT (-82.423611 42.998611)
Skagway,Alaska,3103,US-Canada Border,Apr-24,Personal Vehicle Passengers,3798,59.63,-135.164,POINT (-135.164444 59.629722)
Westhope,North Dakota,3419,US-Canada Border,Feb-24,Truck Containers Loaded,97,49,-101.017,POINT (-101.017277 48.999611)
Wildhorse,Montana,3323,US-Canada Border,Feb-24,Truck Containers Empty,8,48.999,-110.215,POINT (-110.215083 48.999361)
Willow Creek,Montana,3325,US-Canada Border,Feb-24,Personal Vehicle Passengers,630,49,-109.731,POINT (-109.731333 48.999972)
Ysleta,Texas,2401,US-Mexico Border,Feb-24,Truck Containers Empty,18848,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Wildhorse,Montana,3323,US-Canada Border,Feb-24,Personal Vehicles,515,48.999,-110.215,POINT (-110.215083 48.999361)
Ysleta,Texas,2401,US-Mexico Border,Feb-24,Truck Containers Loaded,63862,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Westhope,North Dakota,3419,US-Canada Border,Feb-24,Trucks,88,49,-101.017,POINT (-101.017277 48.999611)
Ysleta,Texas,2401,US-Mexico Border,Feb-24,Pedestrians,122813,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Willow Creek,Montana,3325,US-Canada Border,Feb-24,Pedestrians,9,49,-109.731,POINT (-109.731333 48.999972)
Wildhorse,Montana,3323,US-Canada Border,Feb-24,Personal Vehicle Passengers,1018,48.999,-110.215,POINT (-110.215083 48.999361)
Whitlash,Montana,3321,US-Canada Border,Feb-24,Personal Vehicle Passengers,46,48.997,-111.258,POINT (-111.257916 48.99725)
Ysleta,Texas,2401,US-Mexico Border,Feb-24,Trucks,52969,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Wildhorse,Montana,3323,US-Canada Border,Feb-24,Trucks,13,48.999,-110.215,POINT (-110.215083 48.999361)
Ysleta,Texas,2401,US-Mexico Border,Feb-24,Personal Vehicle Passengers,487170,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Westhope,North Dakota,3419,US-Canada Border,Feb-24,Personal Vehicles,326,49,-101.017,POINT (-101.017277 48.999611)
Whitlash,Montana,3321,US-Canada Border,Feb-24,Personal Vehicles,20,48.997,-111.258,POINT (-111.257916 48.99725)
Wildhorse,Montana,3323,US-Canada Border,Feb-24,Truck Containers Loaded,9,48.999,-110.215,POINT (-110.215083 48.999361)
Willow Creek,Montana,3325,US-Canada Border,Feb-24,Personal Vehicles,243,49,-109.731,POINT (-109.731333 48.999972)
Westhope,North Dakota,3419,US-Canada Border,Feb-24,Truck Containers Empty,37,49,-101.017,POINT (-101.017277 48.999611)
Ysleta,Texas,2401,US-Mexico Border,Feb-24,Personal Vehicles,290941,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Oroville,Washington,3019,US-Canada Border,Apr-24,Personal Vehicles,9825,49,-119.462,POINT (-119.461833 49.000083)
